,title,price,nbn,address,text,area,type,lattitude,longitude
93,"Shop 4, 635 Gardeners Road, Mascot, NSW 2020 - Auction 12/05/2021 - Retail ",Auction - Wednesday 12th May @ 1.30 pm on site,Service Available - Fibre to the building (FTTB),"635 Gardeners Road, Mascot, NSW","Raine & Horne Commercial is pleased to offer via way of public auction the sale of Shop 4/635 Gardeners Road, Mascot.
The property represents exceptional positioning along Gardeners Road and offering prominent exposure to both pedestrian and vehicle exposure to thousands of cars a day.
Located only moments from the Sydney Airport, CBD, Excellent public transport and train station.
The property is positioned in a prime location and is within walking distance to Mascot Train Station and Mascot Central Shopping Precinct including retails shops, Woolworths, Priceline and a number of food outlets. With significant developments in the surrounding area in recent times including high density residential, new hotel and commercial developments, increasing significant value to the property making it an affordable investment to the astute investor or the perfect property for the owner occupier.
The property is ideal for medical centre, retail showroom or offices and is affordably priced to sell.
The Highlights:
• Building area of 76 sqm (approx.)
• Allocated 2 car spaces
• Ample natural light
• Storage cage on title
• Huge glass frontage with signage opportunity
• Fully self contained and air conditioned
• Set in a perfect location with exposure and convenience.
Will be sold",76m²,Offices,-33.9208063,151.1893455
94,"Unit 97, 33 Newcastle Street, Perth, WA 6000 - For Sale - Offices ","$449,000 + GST",Not Currently Available,"33 Newcastle Street, Perth, WA","Modern niche office/ retail strata located in the sustainably conscious EDGE development positioned between the Perth City and NIB Stadium, This location is a growing habitat for the healthy, wealthy & wise.
The key features are:
- Ground Floor Location
- Street Frontage
- Secure car bay
- Own Shower & Disabled Access
- Great Exposure, High traffic location
Building Area: 97sqm
Sale Price: $449,000 + GST
For more information or to arrange an inspection, please contact Enzo or Jonathan today..",97m²,Retail,-31.9493657,115.8675015
95,"Level 1          Option 4., 46B Reservoir Road, Mount Pritchard, NSW 2170 - For Sale - Offices - ID: 382868",Expressions of Interest,Not Currently Available,"1          Option 4., 46B Reservoir Road, Mount Pritchard, NSW","A unique freestanding commercial building offering amazing views.
This 108.36 square metre office suite is located on level 1 and offers:
* Exceptional natural light.
* Air conditioning.
* Balcony.
* Elevator access to all floors
* Basement parking with customer parking at the front of the complex.
Enquire today.",108m²,NaN,-33.908951,150.903671
96,"2,9 Caloundra Road, Clarkson, WA 6030 - For Sale - Industrial - ID: 377357","$295,000 plus GST",Service Available - Fibre to the node (FTTN),"9 Caloundra Road, Clarkson, WA","AGORA Property Group are pleased to present to market this 2 level 110sqm office/warehouse, with ample parking in a great location.
Clarkson is located in the northern suburbs of Perth, Western Australia. Being approximately 30 minutes away from Perth CBD with the main access route Mitchell Freeway. In close proximity to Bunnings, Ocean Keys Shopping Centre and Homemaker Centre this property is in great location in the fast growing suburb of Clarkson.
For more information, please contact Gary today.",110m²,NaN,-31.6923934,115.7228008
97,"Unit 13, 162 Colin Street, West Perth, WA 6005 - For Sale - Offices - ID: 373985",UNDER OFFER,Service Available - Fibre to the building (FTTB),"162 Colin Street, West Perth, WA","There has never been a better time to buy an office in West Perth.
Located in a modern high spec building, this quality partitioned ground floor office has an area of 158 square metres and affords four (4 ) secure basement level car bays. The car park is readily accessed via the adjoining lobby lift.
The office suite is strategically positioned on the main path leading into the building and allows for out of hours client contact. The office suite is well suited to multiple end users who provide accounting, financial, legal, business and medical related services and more.
Situated at the northern end of Colin Street opposite Totterdell Park the building is some 50 metres from the City West train station.
Other features Include:
•	Partitioned offices -minimal move in costs
• Own Amenities with shower.
•	Air-conditioned and Carpeted
•	Easy access to CAT and other bus services
•	Close to City West
This property ticks all the boxes. Secure your office now.
For further details or inspection contact Tony today!",158m²,NaN,-31.9447402,115.8441356
98,"Unit 12, 162 Colin Street, West Perth, WA 6005 - For Sale - Offices - ID: 375051","Asking $385,000 (No GST Payable)",Service Available - Fibre to the building (FTTB),"162 Colin Street, West Perth, WA","There has never been a better time to buy an office in West Perth.
The present tenancy reflects an excellent yield of 8.9% with a 3% rent increase on 1 April 2021.
Located in a modern high spec building, this quality partitioned ground floor office has an area of 98 square metres and affords two (2 ) secure basement level car bays. The carpark is readily accessed via the lobby lift.
The office suite is strategically positioned on the main path leading into the building and allows for out of hours client contact. The office suite is well suited to multiple end users who provide IT, accounting, financial, legal, business and medical related services and more.
Situated at the northern end of Colin Street opposite Totterdell Park the building is some 50 metres from the City West train station.
Other features Include:
- Boardroom and open plan area-minimal move in costs
- Own Amenities with shower.
- Air-conditioned and Carpeted
- Easy access to CAT and other bus services
- Close to Citi West
This property ticks all the boxes.
For further details or inspection contact Tony today!!",98m²,NaN,-31.9447402,115.8441356
99,"333 Pacific Highway, Crows Nest, NSW 2065 - For Sale - Offices - ID: 385094",N/A,Service Available - Hybrid Fibre Coaxial (HFC),"333 Pacific Highway, Crows Nest, NSW","CI Australia are delighted to offer Shop 5, 333 Pacific Highway, North Sydney For Sale.
Strategically located within walking distance to both Crows Nest & North Sydney CBD’s, 333 Pacific Highway provides an excellent lifestyle office space in a tightly held market that is currently under supplied.
The property is fitted out perfectly for a small business providing a reception area, meeting room, open plan, office together with an internal bathroom and kitchenette. The property benefits from excellent ground floor exposure to the Pacific Highway with passing traffic to 30,000 cars daily*.
Key Selling Features:
• 67sqm + 1 car
• Fitted out space ready to go
• Excellent exposure
• Strategic location
• Set to benefit from Victoria Cross & Crows Nest Metro
• Low strata fees
For more information or to arrange an inspection contact Nick Lowry on 0408 891 376.
* RMS 2008 traffic data.",73m²,NaN,-33.827002,151.200002
100,"Unit 1 & 9, 27 Caloundra Road, Clarkson, WA 6030 - Sale / Lease - Retail - ID: 367584",Contact Agent,Not Currently Available,"27 Caloundra Road, Clarkson, WA","Suits many business uses: Office, Consulting/Medical, Fitness & Dancing, etc.
Unit 1 (For Sale & For Lease)
* 237sq m*
* Reception plus disabled toilet on ground floor
* 201sq m* of open plan workspace on first floor
* Ample parking
Asking Rent: $37,920 per annum plus Outgoings plus GST
Asking Price: $650,000 plus GST
Unit 9 (For Lease)
* 155sq m*
* Entrance plus disabled toilet - 17sq m* on the Ground Floor
* Open plan office
* Ample parking
Asking Rent: $24,880 per annum plus Outgoings plus GST
Location:
Located on the corner of Caloundra Road and Maroochydore Way within the fast growing suburb of Clarkson. Opposite the new Bunnings superstore and approx. 1.5km's from Ocean Keys Shopping Centre.
Improvements:
The unit forms part of a new development, including offices, warehouses and a cafe. Both units are air-conditioned and fitted with carpets and sun blinds. The quality and presentation of the development is of a very high standard, plus offer a great outlook with urban views.
Unit 1 comprises of an area of 237sq m* with a reception and disabled access toilet on the ground floor. The unit is air-conditioned and fitted with carpets and sun blinds.
Unit 9 comprises of 155sq m* open plan office, entrance plus disabled toilet - 17sq m* on the Ground Floor..
For more information or to arrange an inspection, please contact Gary today.",155m² - 237m²,NaN,-31.6928468,115.7249864
101,"Unit 6, 28 Ruse Street, Osborne Park, WA 6017 - For Sale - Offices - ID: 367578","$650,000 + GST",Service Available - Fibre to the curb (FTTC),"28 Ruse Street, Osborne Park, WA","AGORA Property Group is please to offer for this upmarket, modern partitioned office designed by Eames Architects.
This property forms part of a 3 level commercial office building with a ground level car park boasting 26 car bays.
This premises is a must consider option to either set up or relocate your existing business into.
Building Area: 160sqm Partitioned Office
21sqm Balcony
Car bays: 5 secure car bays
Outgoings: $17,850 pa approx
Available: Now
For more information, to receive a copy of the IM Report or to arrange an inspection, please contact Gary today..",160m²,NaN,-31.9063538,115.8150664
102,"71-77 Albert Street, Osborne Park, WA 6017 - Sale / Lease - Industrial - ID: 326044","LEASE $25,00 pa net | SALE $549,000 plus GST",Service Available - Fibre to the curb (FTTC),"77 Albert Street, Osborne Park, WA","Features
• Corner Unit
• Concrete mezzanine and staircase
• 3 phase power
• Hot water system
• Security gates and lighting
• Palisade fencing
• Automatic roller door entry
• 2 car bays per unit plus visitor parking
• Prominent street frontage to each unit
• Brand new construction
• Outstanding easy access Osborne Park location
• Blank Canvas
• Exclusive Outdoor Area
For more information or to arrange an inspection, please contact one of the exclusive selling agents today.
* - approx.",150m²,NaN,-31.90727,115.82519
